sourceType,id,name,missingItemIconBefore,missingTopDownBefore
"material","material-essentsiya-vozdukha-10-y-rang","Эссенция воздуха 10-й ранг","true","true"
"material","material-essentsiya-vozdukha-3-y-rang","Эссенция воздуха 3-й ранг","true","true"
"material","material-essentsiya-vozdukha-4-y-rang","Эссенция воздуха 4-й ранг","true","true"
"material","material-essentsiya-vozdukha-5-y-rang","Эссенция воздуха 5-й ранг","true","true"
"material","material-essentsiya-vozdukha-6-y-rang","Эссенция воздуха 6-й ранг","true","true"
"material","material-essentsiya-vozdukha-7-y-rang","Эссенция воздуха 7-й ранг","true","true"
"material","material-essentsiya-vozdukha-8-y-rang","Эссенция воздуха 8-й ранг","true","true"
"material","material-essentsiya-vozdukha-9-y-rang","Эссенция воздуха 9-й ранг","true","true"
"material","material-essentsiya-groma-10-y-rang","Эссенция грома 10-й ранг","true","true"
"material","material-essentsiya-groma-5-y-rang","Эссенция грома 5-й ранг","true","true"
"material","material-essentsiya-groma-6-y-rang","Эссенция грома 6-й ранг","true","true"
"material","material-essentsiya-groma-9-y-rang","Эссенция грома 9-й ранг","true","true"
"material","material-essentsiya-zemli-1-y-rang","Эссенция земли 1-й ранг","true","true"
"material","material-essentsiya-zemli-2-y-rang","Эссенция земли 2-й ранг","true","true"
"material","material-essentsiya-zemli-3-y-rang","Эссенция земли 3-й ранг","true","true"
"material","material-essentsiya-zemli-4-y-rang","Эссенция земли 4-й ранг","true","true"
"material","material-essentsiya-zemli-5-y-rang","Эссенция земли 5-й ранг","true","true"
"material","material-essentsiya-zemli-7-y-rang","Эссенция земли 7-й ранг","true","true"
"material","material-essentsiya-zemli-9-y-rang","Эссенция земли 9-й ранг","true","true"
"material","material-essentsiya-koshmarov-3-y-rang","Эссенция кошмаров 3-й ранг","true","true"
"material","material-essentsiya-koshmarov-5-y-rang","Эссенция кошмаров 5-й ранг","true","true"
"material","material-essentsiya-koshmarov-9-y-rang","Эссенция кошмаров 9-й ранг","true","true"
"material","material-essentsiya-molnii-10-y-rang","Эссенция молнии 10-й ранг","true","true"
"material","material-essentsiya-molnii-3-y-rang","Эссенция молнии 3-й ранг","true","true"
"material","material-essentsiya-molnii-4-y-rang","Эссенция молнии 4-й ранг","true","true"
"material","material-essentsiya-molnii-5-y-rang","Эссенция молнии 5-й ранг","true","true"
"material","material-essentsiya-molnii-6-y-rang","Эссенция молнии 6-й ранг","true","true"
"material","material-essentsiya-molnii-7-y-rang","Эссенция молнии 7-й ранг","true","true"
"material","material-essentsiya-molnii-8-y-rang","Эссенция молнии 8-й ранг","true","true"
"material","material-essentsiya-molnii-9-y-rang","Эссенция молнии 9-й ранг","true","true"
"material","material-74","Эссенция небес","false","true"
"material","material-essentsiya-ognya-1-y-rang","Эссенция огня 1-й ранг","true","true"
"material","material-essentsiya-ognya-10-y-rang","Эссенция огня 10-й ранг","true","true"
"material","material-essentsiya-ognya-2-y-rang","Эссенция огня 2-й ранг","true","true"
"material","material-essentsiya-ognya-3-y-rang","Эссенция огня 3-й ранг","true","true"
"material","material-essentsiya-ognya-4-y-rang","Эссенция огня 4-й ранг","true","true"
"material","material-essentsiya-ognya-5-y-rang","Эссенция огня 5-й ранг","true","true"
"material","material-essentsiya-ognya-6-y-rang","Эссенция огня 6-й ранг","true","true"
"material","material-essentsiya-ognya-7-y-rang","Эссенция огня 7-й ранг","true","true"
"material","material-essentsiya-ognya-8-y-rang","Эссенция огня 8-й ранг","true","true"
"material","material-essentsiya-ognya-9-y-rang","Эссенция огня 9-й ранг","true","true"
"material","material-essentsiya-sveta-1-y-rang","Эссенция света 1-й ранг","true","true"
"material","material-essentsiya-sveta-10-y-rang","Эссенция света 10-й ранг","true","true"
"material","material-essentsiya-sveta-2-y-rang","Эссенция света 2-й ранг","true","true"
"material","material-essentsiya-sveta-3-y-rang","Эссенция света 3-й ранг","true","true"
"material","material-essentsiya-sveta-6-y-rang","Эссенция света 6-й ранг","true","true"
"material","material-essentsiya-sveta-7-y-rang","Эссенция света 7-й ранг","true","true"
"material","material-essentsiya-sveta-8-y-rang","Эссенция света 8-й ранг","true","true"
"material","material-essentsiya-sveta-9-y-rang","Эссенция света 9-й ранг","true","true"
"material","material-essentsiya-smerti-1-y-rang","Эссенция смерти 1-й ранг","true","true"
"material","material-essentsiya-smerti-10-y-rang","Эссенция смерти 10-й ранг","true","true"
"material","material-essentsiya-smerti-2-y-rang","Эссенция смерти 2-й ранг","true","true"
"material","material-essentsiya-smerti-3-y-rang","Эссенция смерти 3-й ранг","true","true"
"material","material-essentsiya-smerti-4-y-rang","Эссенция смерти 4-й ранг","true","true"
"material","material-essentsiya-smerti-6-y-rang","Эссенция смерти 6-й ранг","true","true"
"material","material-essentsiya-smerti-7-y-rang","Эссенция смерти 7-й ранг","true","true"
"material","material-essentsiya-smerti-8-y-rang","Эссенция смерти 8-й ранг","true","true"
"material","material-essentsiya-smerti-9-y-rang","Эссенция смерти 9-й ранг","true","true"
"material","material-essentsiya-teni-1-y-rang","Эссенция тени 1-й ранг","true","true"
"material","material-essentsiya-teni-2-y-rang","Эссенция тени 2-й ранг","true","true"
"material","material-essentsiya-teni-4-y-rang","Эссенция тени 4-й ранг","true","true"
"material","material-essentsiya-teni-5-y-rang","Эссенция тени 5-й ранг","true","true"
"material","material-essentsiya-teni-6-y-rang","Эссенция тени 6-й ранг","true","true"
"material","material-essentsiya-teni-7-y-rang","Эссенция тени 7-й ранг","true","true"
"material","material-essentsiya-teni-8-y-rang","Эссенция тени 8-й ранг","true","true"
"material","material-essentsiya-fey-1-y-rang","Эссенция фей 1-й ранг","true","true"
"material","material-essentsiya-fey-2-y-rang","Эссенция фей 2-й ранг","true","true"
"material","material-essentsiya-fey-3-y-rang","Эссенция фей 3-й ранг","true","true"
"material","material-essentsiya-fey-4-y-rang","Эссенция фей 4-й ранг","true","true"
"material","material-essentsiya-fey-5-y-rang","Эссенция фей 5-й ранг","true","true"
"material","material-essentsiya-kholoda-10-y-rang","Эссенция холода 10-й ранг","true","true"
"material","material-essentsiya-kholoda-2-y-rang","Эссенция холода 2-й ранг","true","true"
"material","material-essentsiya-kholoda-3-y-rang","Эссенция холода 3-й ранг","true","true"
"material","material-essentsiya-kholoda-4-y-rang","Эссенция холода 4-й ранг","true","true"
"material","material-essentsiya-kholoda-5-y-rang","Эссенция холода 5-й ранг","true","true"
"material","material-essentsiya-kholoda-6-y-rang","Эссенция холода 6-й ранг","true","true"
"material","material-essentsiya-kholoda-7-y-rang","Эссенция холода 7-й ранг","true","true"
"material","material-essentsiya-kholoda-8-y-rang","Эссенция холода 8-й ранг","true","true"
"material","material-essentsiya-kholoda-9-y-rang","Эссенция холода 9-й ранг","true","true"
"material","material-essentsiya-chistoy-sily-10-y-rang","Эссенция чистой силы 10-й ранг","true","true"
"material","material-essentsiya-chistoy-sily-5-y-rang","Эссенция чистой силы 5-й ранг","true","true"
"material","material-essentsiya-chistoy-sily-7-y-rang","Эссенция чистой силы 7-й ранг","true","true"
"material","material-essentsiya-chistoy-sily-9-y-rang","Эссенция чистой силы 9-й ранг","true","true"
"material","material-yadovityy-reagent-4-y-rang","Ядовитый реагент 4-й ранг","true","true"
"material","material-yadovityy-rezervuar-konstrukta-2-y-rang","Ядовитый резервуар конструкта 2-й ранг","true","true"
"material","material-99","Ядро души 1-й ранг","false","true"
"material","material-108","Ядро души 10-й ранг","false","true"
"material","material-100","Ядро души 2-й ранг","false","true"
"material","material-101","Ядро души 3-й ранг","false","true"
"material","material-102","Ядро души 4-й ранг","false","true"
"material","material-103","Ядро души 5-й ранг","false","true"
"material","material-104","Ядро души 6-й ранг","false","true"
"material","material-105","Ядро души 7-й ранг","false","true"
"material","material-106","Ядро души 8-й ранг","false","true"
"material","material-107","Ядро души 9-й ранг","false","true"
"material","material-yazyk-chudovishcha-3-y-rang","Язык чудовища 3-й ранг","true","true"
"material","material-yazyk-chudovishcha-4-y-rang","Язык чудовища 4-й ранг","true","true"
"material","material-yazyk-chudovishcha-5-y-rang","Язык чудовища 5-й ранг","true","true"
"material","material-45","Яйцо чудовища","false","true"
